uid,civilite,prenom,nom,date_naissance,ville_naissance,groupe_politique,departement,circonscription,profession_declaree,insee_cat_socpro,insee_fam_socpro,wikidata_url,frwiki_url,plus_haut_diplome,domaines_etudes,a_travaille_prive,a_travaille_public,carriere_politique_seule,profil_carriere,confiance,notes
PA721426,Mme,Véronique,Riotton,1969-11-02,Bonneville,Ensemble pour la République,Haute-Savoie,1,Consultante-Coach en Ressources Humaines,Chefs d'entreprise de plus de 10 personnes,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q30388169,https://fr.wikipedia.org/wiki/V%C3%A9ronique_Riotton,bac+3_4,gestion-commerce,1,0,0,prive_uniquement,haute,
PA842227,M.,Joseph,Rivière,1971-10-15,Saint-Denis,Rassemblement National,Réunion,3,(45) - Profession intermédiaire administrative de la fonction publique,"Employés administratifs de la fonction publique, agents de service et auxiliaires de santé",Employés,http://www.wikidata.org/entity/Q127248007,"https://fr.wikipedia.org/wiki/Joseph_Rivi%C3%A8re_(homme_politique,_1971)",bac+3_4,gestion-commerce | lettres-sciences humaines,0,1,0,public_uniquement,haute,
PA722252,Mme,Marie-Pierre,Rixain,1977-01-18,Saint-Cyr-l'Ecole,Ensemble pour la République,Essonne,4,Consultante en communication,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30388327,https://fr.wikipedia.org/wiki/Marie-Pierre_Rixain,bac+5,sciences politiques,1,0,0,prive_uniquement,haute,A d'abord été collaboratrice parlementaire avant de devenir consultante indépendante.
PA794442,Mme,Laurence,Robert-Dehault,1964-01-17,Saint-Dizier,Rassemblement National,Haute-Marne,2,Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63763665,https://fr.wikipedia.org/wiki/Laurence_Robert-Dehault,inconnu,,1,0,0,prive_uniquement,moyenne,"La déclaration HATVP confirme une activité d'hypnothérapeute en micro-entreprise (deux déclarations, 01/2017-06/2022 et 01/2019-06/2022), ce que corrobore la fiche Wikipédia (« Laurence Robert-Dehault est hypnothérapeute »), qui la présente aussi comme « issue d'une dynastie de maîtres de forges » sans autre précision professionnelle. Elle est conseillère départementale de la Haute-Marne depuis 2015 (mandat électif local, non traité comme emploi). L'hypnothérapie n'étant pas une profession réglementée à diplôme d'État en France (formations privées variées, non normalisées), aucune inférence de niveau de diplôme n'a été appliquée ; aucun établissement de formation n'a été identifié dans les sources consultées (Wikipédia, fiche AN, HATVP)."
PA795528,M.,Charles,Rodwell,1996-07-26,Londres,Ensemble pour la République,Yvelines,1,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112518535,https://fr.wikipedia.org/wiki/Charles_Rodwell,bac+5,sciences politiques,0,1,0,politique_principalement,haute,"Carrière dominée par des postes politiques (collaborateur, cabinet ministériel), avec un bref passage chez Enedis (entreprise publique de distribution d'électricité)."
PA266808,M.,Vincent,Rolland,1970-02-01,Moutiers,Droite Républicaine,Savoie,2,Collaborateur parlementaire,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3559821,https://fr.wikipedia.org/wiki/Vincent_Rolland,bac+3_4,economie,1,0,0,prive_uniquement,moyenne,Exerce comme moniteur de ski indépendant en parallèle d'une collaboration avec Hervé Gaymard.
PA841927,Mme,Anne-Sophie,Ronceret,1978-01-07,Suresnes,Ensemble pour la République,Yvelines,10,Collaboratrice parlementaire,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q131546364,https://fr.wikipedia.org/wiki/Anne-Sophie_Ronceret,inconnu,,0,0,1,politique_principalement,haute,"La déclaration HATVP (une seule déclaration mais quatre lignes d'activité) montre une carrière exclusivement politique : collaboratrice parlementaire d'Aurore Bergé (01/2019-07/2023 puis 09/2024-01/2025), collaboratrice d'un autre député (08/2023-01/2024), et cheffe de cabinet adjointe au ministère chargé de l'Égalité femmes-hommes (01/2024-09/2024), poste confirmé par sa fiche Wikipédia qui précise sa nomination en janvier 2024 « au cabinet de la ministre déléguée [...] chargée de l'égalité entre les femmes et les hommes ». Elle devient députée en octobre 2024 en remplaçant Aurore Bergé nommée au gouvernement. Aucune activité professionnelle hors sphère politique n'a été trouvée, ni aucune information sur ses études (Wikipédia, HATVP et fiche AN muets sur ce point)."
PA721458,M.,Xavier,Roseren,1970-01-12,Chamonix Mont-Blanc,Horizons & Indépendants,Haute-Savoie,6,Commerçant,Commerçants et assimilés,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q30505632,https://fr.wikipedia.org/wiki/Xavier_Roseren,bac+3_4,gestion-commerce,1,0,0,prive_uniquement,haute,
PA840673,Mme,Valérie,Rossi,1964-06-05,Marseille,Socialistes et apparentés,Hautes-Alpes,2,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63766451,https://fr.wikipedia.org/wiki/Val%C3%A9rie_Rossi_(femme_politique_fran%C3%A7aise),inconnu,,1,0,0,mixte_public_prive,haute,"Parcours très bien documenté par une déclaration HATVP détaillée (quatre déclarations, employeurs et dates nommés) et confirmé point par point par sa fiche Wikipédia : maire de Puy-Sanières de 2001 à 2020, conseillère départementale du canton de Chorges depuis 2015, puis « pendant neuf années la collaboratrice parlementaire des députés de la 2e circonscription des Hautes-Alpes, Joël Giraud et sa suppléante Claire Bouchet ». La HATVP précise en parallèle une activité d'agent commercial en immobilier (micro-entreprise, 2019-2024) et un poste de directrice de l'association Hautes-Alpes Emploi Relais (06/2023-08/2024, démission lors de son élection). Carrière donc mixte entre activité politique rémunérée (attachée parlementaire, mandats électifs) et activité indépendante/associative. Aucune information sur son niveau d'études n'a été trouvée dans aucune des sources consultées."
PA342196,Mme,Claudia,Rouaux,1963-10-13,Sainte-Gemmes-d'Andigné,Socialistes et apparentés,Ille-et-Vilaine,3,Gestionnaire à l'INRAE,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63248658,https://fr.wikipedia.org/wiki/Claudia_Rouaux,inconnu,,0,1,0,public_uniquement,haute,"Poste confirmé de façon concordante par trois sources : la déclaration HATVP (« Gestionnaire », INRAE, 12/2017-03/2020, mise en disponibilité de la fonction publique lors de son entrée en fonction de députée), la fiche Wikipédia (référencée sur la fiche officielle de l'Assemblée nationale) et son propre site (claudiarouaux.fr), qui précise « Technicienne qualité et gestionnaire dans le domaine de la recherche » à l'INRAE. L'INRAE étant un établissement public à caractère scientifique et technologique, l'emploi est classé secteur public. Malgré la consultation de ces trois sources, aucune n'indique d'établissement de formation ni de diplôme : le niveau d'études reste donc inconnu, conformément à la règle d'honnêteté du projet plutôt que de risquer une déduction non fondée."
PA795410,Mme,Béatrice,Roullaud,1960-06-09,Béziers,Rassemblement National,Seine-et-Marne,6,Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112652813,https://fr.wikipedia.org/wiki/B%C3%A9atrice_Roullaud,bac+5,droit,1,0,0,prive_uniquement,haute,
PA606545,M.,Jean-Louis,Roumégas,1962-06-06,Alger,Écologiste et Social,Hérault,1,Enseignant 1er deg.- Professeur d'école,"Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q2913287,https://fr.wikipedia.org/wiki/Jean-Louis_Roum%C3%A9gas,bac+2,lettres-sciences humaines | education,0,1,0,public_uniquement,moyenne,Niveau de diplôme universitaire non confirmé avant son passage à l'enseignement primaire.
PA826635,M.,Aurélien,Rousseau,1976-06-25,Alès,Socialistes et apparentés,Yvelines,7,Maître des requêtes au Conseil d'État,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q29738515,https://fr.wikipedia.org/wiki/Aur%C3%A9lien_Rousseau,bac+5,lettres-sciences humaines | sciences politiques,0,1,0,politique_principalement,haute,"Carrière de haut fonctionnaire alternant postes administratifs publics (ARS, enseignement) et fonctions politiques de cabinet et ministérielles."
PA795076,Mme,Sandrine,Rousseau,1972-03-08,Maisons Alfort,Écologiste et Social,Paris,9,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q21013136,https://fr.wikipedia.org/wiki/Sandrine_Rousseau,doctorat,economie,0,1,0,public_uniquement,haute,
PA841327,M.,Fabrice,Roussel,1973-04-11,Nantes,Socialistes et apparentés,Loire-Atlantique,5,"(34) - Professeur, profession scientifique","Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q65601249,https://fr.wikipedia.org/wiki/Fabrice_Roussel,bac+3_4,economie | gestion-commerce,0,1,0,public_uniquement,haute,
PA793270,M.,Jean-François,Rousset,1952-09-09,Aurillac,Ensemble pour la République,Aveyron,3,Chirurgien,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112639678,https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Rousset,doctorat,medecine-sante,1,0,0,prive_uniquement,haute,"Exercice en clinique privée; retraité depuis 2014, avant son élection en 2022."
PA842097,Mme,Sophie-Laurence,Roy,1955-12-23,Paris,Rassemblement National,Yonne,2,(31) - Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q127256484,https://fr.wikipedia.org/wiki/Sophie-Laurence_Roy,bac+5,droit,1,0,0,prive_uniquement,haute,
PA722142,M.,François,Ruffin,1975-10-18,Calais,Écologiste et Social,Somme,1,Reporter,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3085763,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin,bac+5,lettres-sciences humaines | communication-journalisme,0,1,0,public_uniquement,moyenne,"A aussi mené une activité associative/indépendante durable avec le journal Fakir, en plus de sa collaboration avec France Inter."
PA841717,Mme,Sandrine,Runel,1979-06-01,Nîmes,Socialistes et apparentés,Rhône,4,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q85304039,https://fr.wikipedia.org/wiki/Sandrine_Runel,bac+3_4,sciences politiques | autre,0,1,0,public_uniquement,moyenne,A aussi travaillé dans le secteur associatif (FNARS) en complément de son emploi à l'OFPRA.
PA341981,Mme,Marie,Récalde,1965-03-12,Langon,Socialistes et apparentés,Gironde,6,Avocate,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3292773,https://fr.wikipedia.org/wiki/Marie_R%C3%A9calde,bac+5,sciences politiques | droit,1,0,0,prive_uniquement,moyenne,"Profession d'avocate confirmée par la profession déclarée ; diplôme d'avocat déduit, non détaillé dans la biographie."
PA794894,Mme,Anaïs,Sabatini,1990-03-10,Perpignan,Rassemblement National,Pyrénées-Orientales,2,Avocate,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112642037,https://fr.wikipedia.org/wiki/Ana%C3%AFs_Sabatini,bac+5,droit,1,0,0,prive_uniquement,moyenne,"Niveau de diplôme déduit de la profession d'avocate, formation non détaillée dans la biographie."
PA794570,M.,Alexandre,Sabatou,1993-02-18,Nogent sur Marne,Rassemblement National,Oise,3,Chef de projets SI,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112651552,https://fr.wikipedia.org/wiki/Alexandre_Sabatou,bac+5,ingenierie | informatique,0,1,0,public_uniquement,moyenne,"Niveau bac+5 déduit du titre d'ingénieur, école non précisée par la source."
PA841845,M.,Arnaud,Saint-Martin,1979-01-25,Boulogne-Billancourt,La France insoumise - Nouveau Front Populaire,Seine-et-Marne,1,"(34) - Professeur, profession scientifique","Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q45486323,https://fr.wikipedia.org/wiki/Arnaud_Saint-Martin,doctorat,sociologie,1,1,0,mixte_public_prive,haute,"Licence de sociologie à l'université de Rouen, poursuite d'études (maîtrise, mémoire sur l'affaire Sokal) à l'université Paris-Descartes, doctorat de sociologie soutenu en 2008 à l'université Paris-Sorbonne sous la direction de Terry Shinn — thèse référencée sur Sudoc et citée dans Wikipédia. Chargé de recherche au CNRS depuis 2018 (confirmé HATVP) : carrière de recherche publique, en parallèle d'une activité de cogérant/coordinateur éditorial aux Éditions du Croquant (maison d'édition associative, HATVP) et d'un mandat au conseil scientifique de l'EHESS (2021-2022, HATVP). Le secteur « associatif » des Éditions du Croquant est compté ici comme du « worked_private » par convention faute de catégorie dédiée dans career_profile ; l'essentiel de la carrière reste la recherche publique au CNRS."
PA841243,M.,Sébastien,Saint-Pasteur,1980-12-08,Tarbes,Socialistes et apparentés,Gironde,7,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63765953,https://fr.wikipedia.org/wiki/S%C3%A9bastien_Saint-Pasteur,bac+5,sciences-politiques,0,1,0,mixte_public_prive,haute,"L'infobox de sa fiche Wikipédia (wikitexte brut) renseigne le champ « université = IEP Bordeaux / Université de Pau et des pays de l'Adour », source Wikipédia considérée fiable par les consignes du projet. Le diplôme de l'IEP de Bordeaux est reconnu grade de master (bac+5) ; le rôle exact de l'Université de Pau (licence antérieure, double cursus ?) n'est pas précisé dans le texte de l'article. La déclaration HATVP confirme par ailleurs un poste de collaborateur de député (01/2015-09/2017, secteur politique) puis de chargé de mission au Conseil régional de Nouvelle-Aquitaine (01/2018-07/2024, secteur public), en parallèle de mandats électifs locaux (conseiller départemental de la Gironde depuis 2015, conseiller municipal de Pessac). Carrière donc mixte entre emploi politique et emploi public territorial."
PA720138,Mme,Laetitia,Saint-Paul,1981-01-21,Chartres,Horizons & Indépendants,Maine-et-Loire,4,Officier de l'armée de Terre,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30389297,https://fr.wikipedia.org/wiki/Laetitia_Saint-Paul,bac+5,autre,0,1,0,public_uniquement,haute,
PA795982,M.,Aurélien,Saintoul,1988-05-26,Drancy,La France insoumise - Nouveau Front Populaire,Hauts-de-Seine,11,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112652876,https://fr.wikipedia.org/wiki/Aur%C3%A9lien_Saintoul,bac+5,lettres-sciences humaines,0,1,0,politique_principalement,haute,Enseignant un an avant de devenir collaborateur parlementaire de 2017 à 2022.
PA794954,M.,Emeric,Salmon,1973-11-26,Vannes,Rassemblement National,Haute-Saône,2,Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63248686,https://fr.wikipedia.org/wiki/%C3%89meric_Salmon,bac+5,informatique,1,0,0,prive_uniquement,moyenne,Emploi d'ingénieur informatique mentionné dans le descriptif biographique mais employeur et dates non précisés.
PA721110,Mme,Nicole,Sanquer,1972-06-16,Papeete,"Libertés, Indépendants, Outre-mer et Territoires",Polynésie Française,2,Professeur du secondaire et technique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q20089164,https://fr.wikipedia.org/wiki/Nicole_Sanquer,bac+5,lettres-sciences humaines | gestion-commerce | autre,0,1,0,public_uniquement,haute,A aussi exercé une fonction ministérielle locale (politique) juste avant son mandat national.
PA605745,M.,Nicolas,Sansu,1968-06-17,Vierzon,Gauche Démocrate et Républicaine,Cher,2,Permanent politique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q2506441,https://fr.wikipedia.org/wiki/Nicolas_Sansu,bac+5,economie,0,0,1,politique_principalement,haute,
PA774960,Mme,Isabelle,Santiago,1965-09-20,Neuilly-sur-Seine,Socialistes et apparentés,Val-de-Marne,9,Cadre territorial,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63765654,https://fr.wikipedia.org/wiki/Isabelle_Santiago,bac+3_4,,0,1,0,mixte_public_prive,moyenne,"La déclaration HATVP est très informative : elle confirme un poste de « chargée de mission » à la Région Île-de-France (01/2015-11/2015 puis 04/2018-09/2020, avec la précision explicite « en congé pour convenance personnelle de la fonction publique territoriale lié au mandat de députée »), ce qui établit qu'elle est titulaire de la fonction publique territoriale, cohérent avec sa profession déclarée « Cadre territorial ». Elle a aussi été cheffe de cabinet au Parti socialiste (01/2016-09/2017, secteur politique). Sa fiche Wikipédia ne documente que ses mandats électifs locaux (Alfortville, Val-de-Marne) sans détailler son activité professionnelle. Le statut de titulaire de la fonction publique territoriale en catégorie A (cadre/chargée de mission, assimilable à attachée territoriale) implique en général un diplôme de niveau bac+3_4 ; inférence de profession réglementée, d'où le plafonnement de la confiance à moyenne. Aucun établissement ni diplôme précis n'a pu être identifié."
PA610002,Mme,Eva,Sas,1970-08-13,Nice,Écologiste et Social,Paris,8,Cadre supérieur du secteur privé,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3592676,https://fr.wikipedia.org/wiki/%C3%89va_Sas,bac+5,gestion-commerce | lettres-sciences humaines,1,0,0,prive_uniquement,moyenne,Le diplôme ESSEC et la licence de philosophie sont signalés comme des informations à sourcer sur Wikipédia.
PA340343,M.,Hervé,Saulignac,1970-11-06,Privas,Socialistes et apparentés,Ardèche,1,Cadre (entreprises publiques),Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q19958573,https://fr.wikipedia.org/wiki/Herv%C3%A9_Saulignac,bac+3_4,lettres-sciences humaines,0,0,1,politique_principalement,moyenne,Études d'histoire mentionnées sans précision du diplôme obtenu ; carrière avant 2017 exclusivement politique (mandats locaux et collaboration parlementaire).
PA721314,M.,Raphaël,Schellenberger,1990-02-14,Mulhouse,Non inscrit,Haut-Rhin,4,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30336912,https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Schellenberger,bac+5,sciences politiques,0,1,0,public_uniquement,moyenne,"Carrière professionnelle non détaillée dans la bio, déduite de la profession déclarée et du parcours d'études (master en administration des collectivités territoriales)."
PA796050,M.,Philippe,Schreck,1972-02-02,Verdun,Rassemblement National,Var,8,Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112654787,https://fr.wikipedia.org/wiki/Philippe_Schreck,bac+5,droit,1,0,0,prive_uniquement,haute,
PA795808,Mme,Sabrina,Sebaihi,1981-05-10,Ivry-sur-Seine,Écologiste et Social,Hauts-de-Seine,4,Profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112651173,https://fr.wikipedia.org/wiki/Sabrina_Sebaihi,bac+5,sciences | medecine-sante | sciences politiques,1,1,0,mixte_public_prive,haute,
PA757225,M.,Mikaele,Seo,1971-12-27,Uvea,Ensemble pour la République,Wallis-et-Futuna,1,Profession intermédiaire administrative de la fonction publique,"Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q112651641,https://fr.wikipedia.org/wiki/Mikaele_Seo,inconnu,,0,1,0,public_uniquement,moyenne,"Sa fiche Wikipédia indique seulement : « Il a travaillé comme agent d'entretien dans un collège de Wallis », sans nom d'établissement ni dates. Cela correspond à un poste d'agent technique de catégorie C de la fonction publique (secteur public, l'enseignement à Wallis-et-Futuna relevant de l'État), classé public. La déclaration HATVP ne contient aucune ligne d'activité professionnelle pour lui (seulement ses mandats à l'Assemblée territoriale). Contrairement à la catégorie « profession intermédiaire administrative de la fonction publique » déclarée à l'Assemblée nationale, aucune source ne confirme un poste de ce niveau : agent d'entretien ne figure pas parmi les professions réglementées permettant une inférence de diplôme, donc le niveau d'études reste inconnu plutôt que déduit par excès."
PA720960,M.,Olivier,Serva,1974-06-21,Pointe-à-Pitre,"Libertés, Indépendants, Outre-mer et Territoires",Guadeloupe,1,Expert comptable,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30390327,https://fr.wikipedia.org/wiki/Olivier_Serva,bac+5,gestion-commerce | economie,1,1,0,mixte_public_prive,haute,
PA842255,Mme,Anne,Sicard,1967-06-15,Strasbourg,Rassemblement National,Val-d'Oise,1,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q127270999,https://fr.wikipedia.org/wiki/Anne_Sicard,bac+5,education | lettres-sciences humaines,0,1,0,public_uniquement,moyenne,"Niveau de diplôme déduit de sa profession de professeure certifiée, non détaillé par la source; a aussi occupé un poste associatif militant et un poste politique."
PA841091,M.,Arnaud,Simion,1968-05-19,Castelsarrasin,Socialistes et apparentés,Haute-Garonne,6,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63764899,https://fr.wikipedia.org/wiki/Arnaud_Simion,inconnu,,0,1,0,public_uniquement,basse,"Aucune source consultée (Wikipédia, HATVP, fiche AN) ne documente d'activité professionnelle précise : la déclaration HATVP ne contient aucune ligne d'« activité », seulement des mandats électifs (conseiller départemental de la Haute-Garonne depuis 2015, vice-président depuis 2021) et des fonctions de représentant dans des organismes (ALTEAL, SDIS31, Mission locale 31, Centre départemental de l'enfance et de la famille), qui relèvent vraisemblablement de ses mandats électifs plutôt que d'un emploi. Sa fiche Wikipédia ne mentionne aucune profession, le champ « profession » de l'infobox étant vide. Seule la profession déclarée à l'Assemblée nationale (« Cadre de la fonction publique ») donne une indication de secteur (public), retenue ici avec une confiance basse faute de corroboration. Aucune information sur son niveau d'études n'a été trouvée."
PA796018,Mme,Danielle,Simonnet,1971-07-02,Montereau-Fault-Yonne,Écologiste et Social,Paris,15,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q20857507,https://fr.wikipedia.org/wiki/Danielle_Simonnet,bac+5,lettres-sciences humaines,0,1,0,politique_principalement,moyenne,A exercé comme conseillère d'orientation psychologue avant de s'engager pleinement dans des fonctions politiques dès 2000.
PA794802,M.,Charles,Sitzenstuhl,1988-12-03,Sélestat,Ensemble pour la République,Bas-Rhin,5,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q62664023,https://fr.wikipedia.org/wiki/Charles_Sitzenstuhl,doctorat,sciences politiques,0,0,1,politique_principalement,haute,
PA720190,M.,Bertrand,Sorre,1965-05-08,Cherbourg,Ensemble pour la République,Manche,2,Enseignant 1er degré-directeur d'école (en disponibilité),"Employés administratifs de la fonction publique, agents de service et auxiliaires de santé",Employés,http://www.wikidata.org/entity/Q30390636,https://fr.wikipedia.org/wiki/Bertrand_Sorre,bac+5,sciences politiques,0,1,0,public_uniquement,moyenne,"Le passage par l'IEP de Bordeaux provient de Wikidata, non mentionné dans le texte de la biographie."
PA841681,M.,Thierry,Sother,1982-02-02,Mulhouse,Socialistes et apparentés,Bas-Rhin,3,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q127256565,https://fr.wikipedia.org/wiki/Thierry_Sother,bac+5,lettres-sciences humaines | communication-journalisme,1,0,0,prive_uniquement,moyenne,"L'essentiel de sa carrière s'est déroulé dans une compagnie de théâtre à statut associatif, assimilée ici au secteur privé faute de catégorie dédiée."
PA795466,Mme,Ersilia,Soudais,1988-05-21,Aubervilliers,La France insoumise - Nouveau Front Populaire,Seine-et-Marne,7,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112652742,https://fr.wikipedia.org/wiki/Ersilia_Soudais,bac+3_4,lettres-sciences humaines,0,1,0,public_uniquement,moyenne,Bio peu détaillée sur les dates; engagement syndical au SNES-FSU non compté comme emploi.
PA794486,Mme,Violette,Spillebout,1972-09-02,Lyon,Ensemble pour la République,Nord,9,Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112651467,https://fr.wikipedia.org/wiki/Violette_Spillebout,bac+5,sciences | gestion-commerce,1,1,0,mixte_public_prive,haute,"Alterne emplois publics/privés (CDC, SNCF) et postes politiques de cabinet à la mairie de Lille."
PA793744,Mme,Anne,Stambach-Terrenoir,1980-06-23,Amiens,La France insoumise - Nouveau Front Populaire,Haute-Garonne,2,Professeure de piano,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112637266,https://fr.wikipedia.org/wiki/Anne_Stambach-Terrenoir,bac+3_4,arts,0,1,0,public_uniquement,moyenne,Niveau de diplôme et statut exact de l'école de musique non précisés par la source.
PA267794,Mme,Michèle,Tabarot,1962-10-13,Alicante,Droite Républicaine,Alpes-Maritimes,9,Chef d'entreprise,Chefs d'entreprise de plus de 10 personnes,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q2254052,https://fr.wikipedia.org/wiki/Mich%C3%A8le_Tabarot,bac_ou_moins,droit,1,0,0,politique_principalement,moyenne,"Le wikitexte de sa fiche Wikipédia est explicite : « À 20 ans, elle aurait été la plus jeune adjointe de France et abandonne ses études de droit pour faire carrière en politique », désignée par Pierre Bachelet, maire RPR du Cannet, en 1983. Aucun diplôme n'est mentionné comme obtenu : conformément à la règle du projet sur les études inachevées, le niveau retenu est donc bac_ou_moins (le baccalauréat étant supposé acquis pour l'entrée en fac de droit, mais aucune licence). Sa carrière documentée est ensuite exclusivement politique : adjointe puis maire du Cannet (1983-2017), députée des Alpes-Maritimes depuis 2002, secrétaire générale de l'UMP/LR (2012-2014). La profession déclarée à l'Assemblée nationale, « Chef d'entreprise » (catégorie INSEE « chefs d'entreprise de plus de 10 personnes »), n'a pu être corroborée par aucune source (pas de nom d'entreprise, pas de dates) malgré la recherche ; elle est retenue à titre indicatif avec une confiance faible, sans remettre en cause le caractère très majoritairement politique de son parcours documenté."
PA720952,M.,Aurélien,Taché,1984-05-26,Niort,La France insoumise - Nouveau Front Populaire,Val-d'Oise,10,Fonctionnaire de catégorie A,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30390884,https://fr.wikipedia.org/wiki/Aur%C3%A9lien_Tach%C3%A9,bac+3_4,droit,0,1,0,politique_principalement,moyenne,Parcours d'études en droit atypique (capacité en droit) ; carrière dominée par des postes de cabinet politique et de collectivité.
